                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    142,                0.47489,                0.28188,                 0.8949,                0.98513,                0.95483,                0.98192,                0.90168,                0.45377,                0.20039,                0.83407,              0.0020779,              0.0020779,              0.0020779
                    143,                0.45846,                0.28382,                0.88249,                0.97914,                0.96903,                0.98323,                0.90099,                0.44668,                0.20851,                0.83464,              0.0020161,              0.0020161,              0.0020161
                    144,                0.47561,                0.28258,                  0.889,                0.98243,                0.97172,                0.98323,                0.90296,                0.44051,                0.20162,                0.83365,               0.001955,               0.001955,               0.001955
                    145,                0.45266,                 0.2738,                 0.8755,                0.98103,                0.97487,                  0.983,                0.89935,                0.43756,                0.18892,                0.83102,              0.0018948,              0.0018948,              0.0018948
                    146,                0.45678,                0.26713,                0.88708,                0.98202,                0.97534,                0.98311,                 0.9113,                0.44027,                0.18906,                0.83146,              0.0018352,              0.0018352,              0.0018352
                    147,                0.45496,                0.27449,                0.88867,                0.99025,                0.97632,                 0.9833,                 0.9081,                 0.4447,                0.19115,                0.83479,              0.0017765,              0.0017765,              0.0017765
                    148,                0.46301,                0.26848,                0.87812,                0.97869,                0.97207,                0.98372,                0.90574,                0.45928,                0.19262,                0.83762,              0.0017186,              0.0017186,              0.0017186
                    149,                0.45707,                0.28368,                0.88753,                0.97893,                0.97312,                0.98345,                0.90333,                0.46611,                0.20172,                0.84238,              0.0016615,              0.0016615,              0.0016615
                    150,                0.45775,                0.26917,                0.88651,                0.98531,                0.97341,                0.98277,                0.90006,                0.46277,                0.19726,                0.84025,              0.0016052,              0.0016052,              0.0016052
                    151,                0.44792,                0.26343,                0.88039,                0.98134,                0.97095,                0.98239,                0.89908,                0.46531,                0.19481,                0.83965,              0.0015498,              0.0015498,              0.0015498
                    152,                0.45655,                0.27003,                0.88007,                0.98057,                0.96325,                0.98045,                0.90196,                0.44826,                0.19344,                0.83671,              0.0014953,              0.0014953,              0.0014953
